,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
380,0.062,68.0,193,Lucky U IPA,American IPA,391,12.0,lucky u ipaamerican ipa,ale,0.0
381,0.054000000000000006,19.0,83,Avalanche Ale,American Amber / Red Ale,391,12.0,avalanche aleamerican amber / red ale,ale,0.0
383,0.07200000000000001,60.0,1801,Last Stop IPA,American IPA,308,12.0,last stop ipaamerican ipa,ale,0.0
384,0.05,21.0,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.0,rollin dirty red aleirish red ale,ale,0.0
385,0.055,28.0,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0,are wheat there yet?american pale wheat ale,ale,0.0
426,0.063,33.0,1949,Pothole Stout,American Stout,10,16.0,pothole stoutamerican stout,ale,0.0
453,0.05,15.0,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12.0,northern lights amber aleamerican amber / red ale,ale,0.0
454,0.052000000000000005,17.0,920,Polar Pale Ale,American Pale Ale (APA),493,12.0,polar pale aleamerican pale ale (apa),ale,0.0
456,0.061,64.0,648,Fairweather IPA,American IPA,493,12.0,fairweather ipaamerican ipa,ale,0.0
457,0.068,47.0,1279,East India Pale Ale,English India Pale Ale (IPA),437,16.0,east india pale aleenglish india pale ale (ipa),ale,0.0
459,0.068,47.0,566,East India Pale Ale,English India Pale Ale (IPA),437,12.0,east india pale aleenglish india pale ale (ipa),ale,0.0
465,0.073,85.0,383,Black Adder IBA (Current),American Black Ale,530,16.0,black adder iba (current)american black ale,ale,0.0
467,0.062,42.0,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.0,tule duck red ale (current)american amber / red ale,ale,0.0
468,0.058,35.0,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.0,original orange blossom ale (current)herbed / spiced beer,ale,0.0
469,0.052000000000000005,40.0,26,Black Noddy Lager (Current),Schwarzbier,530,16.0,black noddy lager (current)schwarzbier,lager,1.0
472,0.06,40.0,2125,1836,American Blonde Ale,214,12.0,1836american blonde ale,ale,0.0
473,0.06,20.0,2124,Summer's Wit,Witbier,214,12.0,summer's witwitbier,ale,0.0
474,0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,214,16.0,more cowbellamerican double / imperial ipa,ale,0.0
478,0.055,40.0,2478,Pale Alement,American Pale Ale (APA),24,12.0,pale alementamerican pale ale (apa),ale,0.0
479,0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.0,hopkick dropkickamerican double / imperial ipa,ale,0.0
482,0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,24,16.0,joey wheatamerican pale wheat ale,ale,0.0
483,0.07200000000000001,86.0,2158,3:33 Black IPA,American IPA,24,16.0,3:33 black ipaamerican ipa,ale,0.0
485,0.055,40.0,2054,Pale Alement,American Pale Ale (APA),24,16.0,pale alementamerican pale ale (apa),ale,0.0
486,0.05,14.0,2196,Couch Select Lager,American Pale Lager,197,12.0,couch select lageramerican pale lager,ale,0.0
487,0.056,36.0,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.0,mucho aloha hawaiian pale aleamerican pale ale (apa),ale,0.0
499,0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,182,16.0,horny toad cervezaamerican blonde ale,ale,0.0
500,0.063,35.0,2213,Native Amber,American Amber / Red Ale,182,16.0,native amberamerican amber / red ale,ale,0.0
501,0.068,100.0,1442,F5 IPA,American IPA,182,16.0,f5 ipaamerican ipa,ale,0.0
502,0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,182,16.0,native amber (2013)american amber / red ale,ale,0.0
503,0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0,horny toad cerveza (2013)american blonde ale,ale,0.0
504,0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,155,12.0,hopportunity knocks ipaamerican ipa,ale,0.0
506,0.056,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.0,caldera pale aleamerican pale ale (apa),ale,0.0
507,0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,155,12.0,lawnmower lageramerican adjunct lager,lager,1.0
508,0.054000000000000006,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0,ashland amber ale (2009)american amber / red ale,ale,0.0
509,0.061,94.0,793,Caldera IPA (2009),American IPA,155,12.0,caldera ipa (2009)american ipa,ale,0.0
510,0.061,94.0,792,Caldera IPA (2007),American IPA,155,12.0,caldera ipa (2007)american ipa,ale,0.0
511,0.056,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0,caldera pale ale (2010)american pale ale (apa),ale,0.0
512,0.056,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0,caldera pale ale (2009)american pale ale (apa),ale,0.0
513,0.056,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0,caldera pale ale (2005)american pale ale (apa),ale,0.0
514,0.056,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0,caldera pale ale (2007)american pale ale (apa),ale,0.0
515,0.056,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0,caldera pale ale (2011)american pale ale (apa),ale,0.0
516,0.054000000000000006,24.0,37,Ashland Amber Ale,American Amber / Red Ale,155,12.0,ashland amber aleamerican amber / red ale,ale,0.0
517,0.061,94.0,36,Caldera IPA,American IPA,155,12.0,caldera ipaamerican ipa,ale,0.0
524,0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0,imperial pumpkin stoutpumpkin ale,ale,0.0
525,0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0,dead-eye dipaamerican double / imperial ipa,ale,0.0
526,0.055,64.0,2066,Fisherman's IPA,American IPA,230,12.0,fisherman's ipaamerican ipa,ale,0.0
527,0.054000000000000006,35.0,2065,Fisherman's Pils,German Pilsener,230,12.0,fisherman's pilsgerman pilsener,lager,1.0
528,0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,230,12.0,fisherman's brewamerican amber / red ale,ale,0.0
529,0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,267,16.0,cape cod redamerican amber / red ale,ale,0.0
530,0.049,10.0,1927,Beach Blonde,American Blonde Ale,267,16.0,beach blondeamerican blonde ale,ale,0.0
531,0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12.0,dark voyage black ipa (2013)american black ale,ale,0.0
532,0.052000000000000005,28.0,2226,Wisconsin Amber,Vienna Lager,192,12.0,wisconsin ambervienna lager,lager,1.0
533,0.046,18.0,2225,Lake House,Munich Helles Lager,192,12.0,lake housemunich helles lager,lager,1.0
534,0.056,55.0,1954,Ghost Ship White IPA,American IPA,192,12.0,ghost ship white ipaamerican ipa,ale,0.0
535,0.046,18.0,1910,Lake House,Munich Helles Lager,192,16.0,lake housemunich helles lager,lager,1.0
536,0.062,70.0,1177,Mutiny IPA,American IPA,192,12.0,mutiny ipaamerican ipa,ale,0.0
541,0.052,28.0,61,Supper Club Lager,American Pale Lager,192,12.0,supper club lageramerican pale lager,ale,0.0
545,0.059,22.0,2255,Santa's Secret,Winter Warmer,179,16.0,santa's secretwinter warmer,ale,0.0
548,0.099,100.0,2094,Epitome,American Black Ale,222,16.0,epitomeamerican black ale,ale,0.0
549,0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.0,monkey chased the weaselberliner weissbier,ale,0.0
550,0.078,80.0,1940,077XX,American Double / Imperial IPA,222,16.0,077xxamerican double / imperial ipa,ale,0.0
551,0.042,35.0,1439,Boat Beer,American IPA,222,12.0,boat beeramerican ipa,ale,0.0
561,0.048,16.0,1882,Whitecap Wit,Witbier,285,16.0,whitecap witwitbier,ale,0.0
562,0.078,16.0,1881,Seiche Scottish Ale,Scottish Ale,285,16.0,seiche scottish alescottish ale,ale,0.0
565,0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,29,16.0,gone a-ryeamerican double / imperial ipa,ale,0.0
567,0.068,70.0,2052,Dankosaurus,American IPA,29,16.0,dankosaurusamerican ipa,ale,0.0
569,0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0,elliott's phoned home pale aleamerican pale ale (apa),ale,0.0
570,0.05,18.0,1050,The Lawn Ranger,Cream Ale,29,16.0,the lawn rangercream ale,ale,0.0
573,0.05,40.0,2377,Main St. Virginia Ale,Altbier,122,12.0,main st. virginia alealtbier,ale,0.0
574,0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.0,chin music amber lageramerican amber / red lager,lager,1.0
575,0.05,40.0,1248,Main St. Virginia Ale,Altbier,122,12.0,main st. virginia alealtbier,ale,0.0
576,0.052000000000000005,42.0,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.0,ray ray’s pale aleamerican pale ale (apa),ale,0.0
577,0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,350,16.0,chai aleherbed / spiced beer,ale,0.0
578,0.07200000000000001,85.0,1648,Lucky Day IPA,American IPA,350,16.0,lucky day ipaamerican ipa,ale,0.0
579,0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0,terrace hill double ipaamerican double / imperial ipa,ale,0.0
580,0.075,77.0,1646,Catch 23,American Black Ale,350,16.0,catch 23american black ale,ale,0.0
582,0.06,45.0,2056,Black Me Stout,American Stout,236,12.0,black me stoutamerican stout,ale,0.0
583,0.05,22.0,2055,Killer Kolsch,Kölsch,236,12.0,killer kolschkölsch,lager,1.0
584,0.07,65.0,1933,Missile IPA,American IPA,236,12.0,missile ipaamerican ipa,ale,0.0
586,0.065,8.0,2018,Ale Cider,Fruit / Vegetable Beer,250,16.0,ale ciderfruit / vegetable beer,ale,0.0
587,0.055,30.0,2017,Pail Ale,American Pale Ale (APA),250,16.0,pail aleamerican pale ale (apa),ale,0.0
589,0.08,69.0,2080,8 Barrel,American Strong Ale,226,16.0,8 barrelamerican strong ale,ale,0.0
590,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,oktoberfestmärzen / oktoberfest,ale,0.0
591,0.057,58.0,2380,IPA #11,American IPA,121,16.0,ipa #11american ipa,ale,0.0
594,0.08900000000000001,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,bay of bengal double ipa (2014)american double / imperial ipa,ale,0.0
595,0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,churchkey pilsner style beeramerican pilsner,lager,1.0
598,0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,cubano espressobock,lager,1.0
599,0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,operation homefrontamerican ipa,ale,0.0
600,0.08199999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,wandering pelicanamerican black ale,ale,0.0
605,0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,hopped on the high seas (hop #529)american ipa,ale,0.0
606,0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,hopped on the high seas (calypso)american ipa,ale,0.0
608,0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,dry-hopped on the high seas caribbean-style ipaamerican ipa,ale,0.0
609,0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,hopped on the high seas (citra)american ipa,ale,0.0
610,0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,hopped on the high seas (ahtanum)american ipa,ale,0.0
613,0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,humidor series india pale aleamerican ipa,ale,0.0
614,0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,jai alai ipa aged on white oakamerican ipa,ale,0.0
615,0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,josé martí american porteramerican porter,ale,0.0
617,0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,maduro brown aleenglish brown ale,ale,0.0
618,0.055,25.0,571,Maduro Brown Ale,American Brown Ale,141,12.0,maduro brown aleamerican brown ale,ale,0.0
620,0.07200000000000001,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,tocobaga red aleamerican amber / red ale,ale,0.0
621,0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,jai alai ipaamerican ipa,ale,0.0
622,0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,florida cracker belgian witwitbier,ale,0.0
623,0.048,14.0,2338,Shark Tracker Light lager,Light Lager,145,12.0,shark tracker light lagerlight lager,lager,1.0
626,0.062,36.0,657,Summer of Lager,Munich Helles Lager,145,12.0,summer of lagermunich helles lager,lager,1.0
628,0.038,29.0,359,Sankaty Light Lager,Light Lager,145,12.0,sankaty light lagerlight lager,lager,1.0
630,0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,jacaranada rye ipaamerican ipa,ale,0.0
631,0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,cascadian dark aleamerican black ale,ale,0.0
632,0.044,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,wheat the peopleamerican pale wheat ale,ale,0.0
633,0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,tybee island blondeamerican blonde ale,ale,0.0
634,0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,415,12.0,savannah brown aleamerican brown ale,ale,0.0
635,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,101,12.0,rhode island blueberrykölsch,lager,1.0
636,0.065,75.0,2437,Newport Storm IPA,American IPA,101,12.0,newport storm ipaamerican ipa,ale,0.0
637,0.052000000000000005,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,hurricane amber ale (2004)american amber / red ale,ale,0.0
638,0.052000000000000005,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,hurricane amber aleamerican amber / red ale,ale,0.0
640,0.068,75.0,970,Des Moines IPA,American IPA,482,16.0,des moines ipaamerican ipa,ale,0.0
641,0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,482,16.0,capital gold golden lagergerman pilsener,lager,1.0
642,0.056,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,farmer john's multi-grain aleamerican blonde ale,ale,0.0
643,0.05,17.0,2351,Behemoth,American Pilsner,139,12.0,behemothamerican pilsner,lager,1.0
650,0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,crabtree oatmeal stoutoatmeal stout,ale,0.0
651,0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,eclipse black ipaamerican black ale,ale,0.0
652,0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,neomexicanus nativeamerican pale ale (apa),ale,0.0
653,0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,old soulbelgian strong pale ale,ale,0.0
657,0.052000000000000005,15.0,685,Lava Lake Wit,Witbier,63,12.0,lava lake witwitbier,ale,0.0
659,0.052000000000000005,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,crazy mountain amber aleamerican amber / red ale,ale,0.0
660,0.065,65.0,2029,Tropicalia,American IPA,247,12.0,tropicaliaamerican ipa,ale,0.0
662,0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,aviator raspberry blondeamerican blonde ale,ale,0.0
672,0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,south ridge amber aleamerican amber / red ale,ale,0.0
673,0.052000000000000005,23.0,681,Summertime Ale,Kölsch,472,16.0,summertime alekölsch,ale,0.0
681,0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,the traditionamerican blonde ale,ale,0.0
682,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,el hefe speakshefeweizen,ale,0.0
684,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,on the wings of armageddonamerican double / imperial ipa,ale,0.0
685,0.065,80.0,186,The Corruption,American IPA,227,12.0,the corruptionamerican ipa,ale,0.0
694,0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,dead armadillo amber aleamerican amber / red ale,ale,0.0
696,0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,oak cliff coffee aleamerican brown ale,ale,0.0
697,0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,dream crusher double ipaamerican double / imperial ipa,ale,0.0
700,0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,farmhouse witsaison / farmhouse ale,ale,0.0
702,0.052000000000000005,23.0,946,Dallas Blonde,American Blonde Ale,127,12.0,dallas blondeamerican blonde ale,ale,0.0
703,0.07,70.0,943,Deep Ellum IPA,American IPA,127,12.0,deep ellum ipaamerican ipa,ale,0.0
704,0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,thrasher session india pale aleamerican ipa,ale,0.0
705,0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,gutch english style mild aleenglish pale mild ale,ale,0.0
706,0.059,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,chuli stoutirish dry stout,ale,0.0
707,0.056,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,mother aleamerican blonde ale,ale,0.0
708,0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,twister creek india pale aleamerican ipa,ale,0.0
709,0.058,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,single engine redirish red ale,ale,0.0
712,0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,mirror pond pale aleamerican pale ale (apa),ale,0.0
713,0.052000000000000005,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,weissenheimerhefeweizen,ale,0.0
714,0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,abbey's single (2015- )abbey single ale,ale,0.0
715,0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,vertex ipaamerican ipa,ale,0.0
716,0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,here gose nothin'gose,ale,0.0
718,0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,hoperation overloadamerican double / imperial ipa,ale,0.0
719,0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,abbey's single ale (current)abbey single ale,ale,0.0
720,0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,bravo four pointamerican pale ale (apa),ale,0.0
721,0.052000000000000005,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,striped bass pale aleamerican pale ale (apa),ale,0.0
722,0.054000000000000006,27.0,924,Deadicated Amber,American Amber / Red Ale,491,16.0,deadicated amberamerican amber / red ale,ale,0.0
724,0.071,85.0,730,California Sunshine Rye IPA,American IPA,491,16.0,california sunshine rye ipaamerican ipa,ale,0.0
725,0.07400000000000001,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,full boar scotch alescotch ale / wee heavy,ale,0.0
727,0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,311,16.0,filthy hoppin' ipaamerican ipa,ale,0.0
737,0.066,100.0,881,Hop Abomination,American IPA,496,12.0,hop abominationamerican ipa,ale,0.0
739,0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,dry dock hefeweizenhefeweizen,ale,0.0
740,0.058,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,dry dock amber aleamerican amber / red ale,ale,0.0
741,0.061,64.0,1685,Category 3 IPA,American IPA,340,12.0,category 3 ipaamerican ipa,ale,0.0
742,0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,dundee summer wheat beeramerican pale wheat ale,ale,0.0
744,0.078,74.0,1382,Crank Yanker IPA,American IPA,369,16.0,crank yanker ipaamerican ipa,ale,0.0
748,0.045,10.0,680,Boater Beer,German Pilsener,369,16.0,boater beergerman pilsener,lager,1.0
749,0.078,74.0,395,Crank Yanker IPA (2011),American IPA,369,16.0,crank yanker ipa (2011)american ipa,ale,0.0
751,0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,dottie seattle lageramerican amber / red lager,lager,1.0
758,0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,little sister india style session aleamerican ipa,ale,0.0
759,0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,country boy ipaamerican ipa,ale,0.0
760,0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,blonde czichamerican blonde ale,ale,0.0
761,0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,white reaperbelgian ipa,ale,0.0
765,0.054000000000000006,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,general george patton pilsnerczech pilsener,lager,1.0
771,0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,iron horse pale aleamerican pale ale (apa),ale,0.0
772,0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,stone's throw ipascottish ale,ale,0.0
773,0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,wood chipper india pale aleamerican ipa,ale,0.0
774,0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,trail headamerican pale ale (apa),ale,0.0
775,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,hop stalker fresh hop ipaamerican ipa,ale,0.0
776,0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,sudice american stoutamerican stout,ale,0.0
777,0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,parcae belgian style pale alebelgian pale ale,ale,0.0
779,0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,laimas kölsch style alekölsch,ale,0.0
780,0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,moirai india pale aleamerican ipa,ale,0.0
781,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,loki red aleamerican amber / red ale,ale,0.0
784,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,loki red ale (2013)american amber / red ale,ale,0.0
789,0.08199999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,172,16.0,second fiddleamerican double / imperial ipa,ale,0.0
790,0.055,30.0,1858,Hodad Porter,American Porter,172,16.0,hodad porteramerican porter,ale,0.0
792,0.055,45.0,2590,Czech Yo Self,Czech Pilsener,36,12.0,czech yo selfczech pilsener,lager,1.0
793,0.048,20.0,1968,FMB 101,Kölsch,36,12.0,fmb 101kölsch,lager,1.0
795,0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,sobek & setamerican black ale,ale,0.0
797,0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,wet hot american wheat aleamerican pale wheat ale,ale,0.0
799,0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,fascist pig aleamerican amber / red ale,ale,0.0
804,0.045,47.0,2569,Easy Jack,American IPA,48,12.0,easy jackamerican ipa,ale,0.0
805,0.075,75.0,2463,Union Jack,American IPA,48,12.0,union jackamerican ipa,ale,0.0
808,0.047,20.0,1733,805,American Blonde Ale,48,12.0,805american blonde ale,ale,0.0
810,0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,hinchtown hammer downamerican blonde ale,ale,0.0
811,0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,half cycle ipaamerican ipa,ale,0.0
814,0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,snake dog ipaamerican ipa,ale,0.0
815,0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,underdog atlantic lageramerican pale lager,ale,0.0
817,0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,flying mouse 4american ipa,ale,0.0
822,0.05,18.0,2111,What the Butler Saw,Witbier,217,12.0,what the butler sawwitbier,ale,0.0
823,0.069,65.0,2110,1916 Shore Shiver,American IPA,217,12.0,1916 shore shiveramerican ipa,ale,0.0
835,0.07400000000000001,97.0,318,Vortex IPA,American IPA,206,16.0,vortex ipaamerican ipa,ale,0.0
837,0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,parkamerican pale wheat ale,ale,0.0
838,0.056,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,westfaliaamerican amber / red ale,ale,0.0
839,0.046,17.0,2659,KSA,Kölsch,4,12.0,ksakölsch,lager,1.0
840,0.063,42.0,2658,Villager,American IPA,4,12.0,villageramerican ipa,ale,0.0
841,0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,dirty bastardscotch ale / wee heavy,ale,0.0
842,0.07200000000000001,65.0,1565,Centennial IPA,American IPA,15,12.0,centennial ipaamerican ipa,ale,0.0
843,0.047,42.0,1223,All Day IPA,American IPA,15,12.0,all day ipaamerican ipa,ale,0.0
844,0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,el chingon ipaamerican ipa,ale,0.0
845,0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,block party robust porteramerican porter,ale,0.0
846,0.052000000000000005,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,local buzzamerican blonde ale,ale,0.0
850,0.064,90.0,2610,The Gadget,American IPA,22,16.0,the gadgetamerican ipa,ale,0.0
852,0.052000000000000005,17.0,2309,Sunbru Kölsch,Kölsch,160,12.0,sunbru kölschkölsch,lager,1.0
855,0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0,four peaks peach alefruit / vegetable beer,ale,0.0
856,0.067,47.0,358,Hop Knot IPA,American IPA,160,12.0,hop knot ipaamerican ipa,ale,0.0
857,0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0,kilt lifter scottish-style ale (2009)scottish ale,ale,0.0
860,0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,suncaster summer wheatamerican pale wheat ale,ale,0.0
861,0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,brass knuckle pale aleamerican pale ale (apa),ale,0.0
862,0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,big star white ipaamerican white ipa,ale,0.0
864,0.069,69.0,1556,Batch 69 IPA,American IPA,253,12.0,batch 69 ipaamerican ipa,ale,0.0
865,0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0,twisted helles summer lagermunich helles lager,lager,1.0
867,0.065,33.0,2526,Texicali ,American Brown Ale,66,12.0,texicali american brown ale,ale,0.0
869,0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,66,12.0,bat outta hellesmunich helles lager,lager,1.0
871,0.042,10.0,2522,Rye Wit,Witbier,66,12.0,rye witwitbier,ale,0.0
872,0.059,70.0,2521,Soul Doubt,American IPA,66,12.0,soul doubtamerican ipa,ale,0.0
873,0.044,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.0,yo soy un berlinerberliner weissbier,ale,0.0
877,0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,460,12.0,harvest alesaison / farmhouse ale,ale,0.0
878,0.065,45.0,875,Fremont Summer Ale,American Pale Ale (APA),460,12.0,fremont summer aleamerican pale ale (apa),ale,0.0
879,0.056,30.0,858,Universale Pale Ale,American Pale Ale (APA),460,12.0,universale pale aleamerican pale ale (apa),ale,0.0
880,0.065,80.0,857,Interurban IPA,American IPA,460,12.0,interurban ipaamerican ipa,ale,0.0
881,0.053,32.0,1300,Gateway Kolsch Style Ale,Kölsch,433,12.0,gateway kolsch style alekölsch,ale,0.0
